TIME,WndSp,SfcPr
95507,6,946.6
95508,6.8,946.5
95509,6.3,946.6
95510,5.7,946.7
95511,4.9,946.9
95512,5.1,947
95513,5.4,947.1
95514,5.3,947
95515,4.8,946.9
95516,5.3,946.9
95517,5,946.7
95518,4.9,946.7
95519,4.2,946.7
95520,4.4,946.7
95521,4,946.7
95522,3,946.7
95523,2.1,946.6
95524,1.4,946.8
95525,1.4,946.8
95526,1.7,946.7
95527,1.7,946.9
95528,1.2,946.8
95529,0.4,946.7
95530,1.2,946.7
95531,0.7,946.7
95532,0.4,946.7
95533,0.2,946.7
95534,0,946.8
95535,0.7,946.7
95536,1.3,946.7
95537,1.9,946.7
95538,1.8,946.6
95539,1.8,946.6
95540,1.4,946.7
95541,1.1,946.8
95542,1.1,946.9
95543,1.2,946.9
95544,1.1,947.1
95545,1.2,947.3
95546,1.1,947.4
95547,3.1,947.4
95548,3.2,947.5
95549,2.5,947.5
95550,1.4,947.7
95551,0.6,947.5
95552,0.7,947.4
95553,2.9,947.6
95554,4.6,947.6
95555,3.2,947.4
95556,2.1,947.3
95557,2,947.2
95558,1.8,946.9
95559,3.9,946.6
95600,4.3,946.8
95601,3.2,946.5
95602,3.2,946.7
95603,3.9,946.7
95604,4.7,946.9
95605,5.8,947.3
95606,6.6,947.1
95607,5.7,947.1
95608,5.6,947.2
95609,5.9,947.1
95610,5.3,947
95611,5.5,947.1
95612,5.9,947.1
95613,5.7,946.9
95614,6.1,947
95615,5.6,947
95616,5.7,947
95617,4.7,946.8
95618,6.4,947
95619,6.9,947
95620,7,946.9
95621,7.2,947
95622,6.7,947
95623,5.7,946.9
95624,5.7,946.8
95625,6.6,946.8
95626,6.7,946.7
95627,6,946.8
95628,6.1,946.9
95629,7.2,946.8
95630,7.3,946.9
95631,7.4,947
95632,8.3,947.1
95633,7.6,947.2
95634,9,947.3
95635,9.3,947.6
95636,8,947.6
95637,7.9,947.7
95638,8.3,947.7
95639,9.2,947.7
95640,9.2,947.6
95641,9,947.7
95642,10.7,947.4
95643,9.2,947.6
95644,6.2,947.6
95645,4.4,947.7
95646,6.4,947.4
95647,5.8,947.5
95648,6.2,947.7
95649,6.8,947.5
95650,7.8,947.2
95651,8.4,947
95652,8.6,946.7
95653,8.8,946.8
95654,9.4,947
95655,9.4,946.9
95656,9.3,947.1
95657,9.1,947.1
95658,9.4,947.2
95659,9.7,947.3
95700,9.4,947.4
95701,9.3,947.5
95702,10,947.6
95703,10.6,947.6
95704,10.9,947.6
95705,10.6,947.4
95706,10.1,947.4
95707,10.2,947.3
95708,10.3,947.5
95709,11.2,947.9
95710,11.4,948
95711,11.6,947.9
95712,11.8,948
95713,11.7,948
95714,11.9,948.2
95715,11.4,948.1
95716,10.7,948
95717,11,948.2
95718,11.2,948.3
95719,11.5,948.3
95720,11.7,948.3
95721,11.9,948.2
95722,12.4,948.1
95723,13.2,948.3
95724,13.7,948.4
95725,14.5,948.3
95726,14.1,948.1
95727,13.4,948.1
95728,13,948.2
95729,12.5,948.3
95730,12.9,948.4
95731,15,948.5
95732,14.8,948.3
95733,15.9,948.5
95734,17.1,948.5
95735,16.1,948.5
95736,16.9,948.8
95737,17.5,948.8
95738,17,948.8
95739,17.2,948.7
95740,17.8,948.4
95741,18,948.3
95742,18.5,948.1
95743,18.8,948.4
95744,19.5,948.1
95745,19.8,948
95746,19.9,947.9
95747,19.5,947.8
95748,20.3,947.8
95749,20.5,947.8
95750,20.7,947.9
95751,21.2,947.8
95752,21.2,947.8
95753,21.4,947.8
95754,21.4,947.9
95755,21.7,947.8
95756,21.9,947.8
95757,21.7,947.6
95758,21.3,947.8
95759,21.3,947.9
95800,22.3,947.9
95801,22.5,948.2
95802,23,948.1
95803,23.3,948.3
95804,24.4,948.2
95805,24.2,948
95806,23.6,948
95807,23.5,948.3
95808,24.6,948.4
95809,25.7,948.4
95810,25.7,948.5
95811,25.5,948.5
95812,25.6,948.5
95813,26,948.5
95814,26,948.6
95815,25.6,948.5
95816,25.5,948.6
95817,25.4,948.6
95818,25.8,948.8
95819,27,948.8
95820,28.8,948.8
95821,29.1,948.6
95822,29,948.7
95823,29.1,948.9
95824,29.2,948.9
95825,29.9,949
95826,30.9,949.2
95827,31.1,949.5
95828,30.9,949.5
95829,30.8,949.7
95830,30.8,949.8
95831,31,949.9
95832,31.5,950
95833,31.8,950
95834,31.7,950.1
95835,31.5,950.3
95836,31.8,950.4
95837,32,950.4
95838,31.7,950.6
95839,31.9,950.5
95840,32.7,950.6
95841,32.2,950.9
95842,33,950.8
95843,33.2,950.8
95844,32.9,950.9
95845,33.7,951
95846,34.5,951.1
95847,34.8,951.1
95848,34.7,951.1
95849,35.6,951.1
95850,36.1,951.1
95851,36.2,951.1
95852,35.5,951.2
95853,35.4,951.4
95854,36.3,951.4
95855,36.2,951.6
95856,36,951.7
95857,38,952
95858,38.7,952.2
95859,39,952.4
95900,39.6,952.5
95901,39.2,952.7
95902,39.6,952.7
95903,40.5,952.9
95904,40,952.9
95905,39.5,953.1
95906,40.3,953.2
95907,40.4,953.3
95908,40.5,953.4
95909,42,953.7
95910,43.1,953.6
95911,42.9,953.7
95912,42.2,953.7
95913,42.2,953.9
95914,42.8,954.2
95915,42.9,954.3
95916,43.1,954.3
95917,43.3,954.5
95918,42.6,954.6
95919,43.5,954.7
95920,43.5,954.6
95921,44,954.8
95922,43.5,954.9
95923,43.4,954.8
95924,44.5,954.8
95925,44.4,954.9
95926,45.2,955.1
95927,45.7,955.5
95928,44.8,955.4
95929,45.5,955.6
95930,45.3,955.6
95931,45.4,955.7
95932,45.9,955.8
95933,46,955.9
95934,46.9,956
95935,47.6,956.2
95936,45.8,956.8
95937,45.2,956.7
95938,45.1,956.8
95939,46.7,957
95940,48,957
95941,47.9,957.3
95942,48.3,957
95943,47.8,956.5
95944,47.6,956.4
95945,48.1,956.6
95946,48.2,957
95947,47.5,957.3
95948,47.1,957.4
95949,47.6,957.7
95950,46,958
95951,45.7,958.2
95952,46.5,958.2
95953,47.6,958.1
95954,47.3,958.4
95955,46.5,958.6
95956,46.9,958.7
95957,48.9,959
95958,50.1,959.2
95959,49.9,959.3
100000,51.7,959.3
100001,52.2,959.4
100002,52.6,959.6
100003,49,959.9
100004,50.2,960.2
100005,53.7,960.3
100006,54.4,960
100007,50.8,960.2
100008,50,960.1
100009,52.1,960.4
100010,52.3,960.9
100011,52.5,961.6
100012,52,961.4
100013,53.6,961.2
100014,53,961.5
100015,53.3,961.9
100016,52.9,961.7
100017,53.6,961.3
100018,53.8,961.2
100019,54.2,961.4
100020,54,961.6
100021,54.8,961.7
100022,54.5,961.7
100023,54.3,961.7
100024,54.6,962.2
100025,55.8,962.3
100026,56,962.3
100027,54.6,962.2
100028,52.8,962.2
100029,52.6,961.8
100030,52.3,961.7
100031,52,961.7
100032,52.3,961.5
100033,52.1,961.8
100034,51.9,962
100035,49.3,962
100036,50.5,962.1
100037,51.7,962.3
100038,50,962.9
100039,49.6,963
100040,50,962.8
100041,51.6,962.7
100042,52.4,962.8
100043,52.6,963
100044,52.2,963.3
100045,52.4,963.5
100046,51.6,963.4
100047,51.4,963.6
100048,52,963.5
100049,51.5,963.4
100050,49.9,963.6
100051,50.2,963.5
100052,51.9,963.6
100053,54.4,963.6
100054,53.6,963.8
100055,52.8,964.2
100056,51.9,964.2
100057,52.1,964.2
100058,52.6,964.2
100059,54,964.4
100100,54.2,964.6
100101,54.7,964.8
100102,55,965.1
100103,54,965.4
100104,54.1,965.5
100105,54.4,965.5
100106,53.7,965.7
100107,50.9,965.7
100108,51,965.7
100109,51.2,965.8
100110,51.5,965.9
100111,51.5,966.2
100112,51.8,965.9
100113,51.3,965.9
100114,51.3,966
100115,50.9,966.2
100116,48.7,966.1
100117,48,966.1
100118,48.1,966
100119,48.5,965.8
100120,48.3,965.7
100121,48,965.8
100122,48.6,965.9
100123,49.7,966.3
100124,49.8,966.7
100125,50.1,966.9
100126,49.6,967.2
100127,50.1,967.3
100128,50.5,967.8
100129,50.5,968
100130,50.8,968.1
100131,50.9,968.2
100132,50.9,968.3
100133,51.1,968.5
100134,51.6,968.5
100135,52,968.7
100136,52.3,968.9
100137,53.9,969.2
100138,53.9,969.5
100139,53.2,969.7
100140,53.5,970
100141,54.3,970
100142,55.1,969.9
100143,54.3,970
100144,53.4,970.2
100145,53.4,970.1
100146,52.9,970.1
100147,53.1,970.4
100148,52.8,970.7
100149,51.6,970.9
100150,49.6,970.8
100151,49.6,970.9
100152,50.3,970.8
100153,51.3,971
100154,50.5,971
100155,50.3,971
100156,50.7,970.9
100157,50.7,970.9
100158,50.9,971
100159,50.8,971.1
100200,51,971.2
100201,51,971.2
100202,50.7,971.3
100203,50.5,971.3
100204,50.6,971.4
100205,50.9,971.4
100206,50.8,971.7
100207,50.6,971.7
100208,50.6,971.8
100209,50.3,971.9
100210,49.9,972
100211,50,971.9
100212,50.3,971.8
100213,50.2,971.8
100214,50.5,971.8
100215,50.6,971.9
100216,50.7,972
100217,50.5,972.2
100218,50.3,972.3
100219,50.4,972.3
100220,50.3,972.2
100221,50.4,972.4
100222,50.1,972.4
100223,50.1,972.5
100224,50.4,972.7
100225,50.6,972.7
100226,50.2,972.9
100227,49.9,973
100228,49.8,973
100229,49.7,973
100230,49.7,972.9
100231,50.2,973.1
100232,50,973.3
100233,50,973.5
100234,49.7,973.6
100235,50.4,973.8
100236,50.2,973.9
100237,48.9,973.9
100238,49,973.9
100239,48.8,973.8
100240,49.4,973.9
100241,50.8,973.9
100242,50.7,974.3
100243,50.7,974.1
100244,49.7,974.1
100245,49.5,974.2
100246,49.6,974.4
100247,49.8,974.6
100248,50.8,974.7
100249,49.7,974.6
100250,49.4,974.6
100251,49.3,974.4
100252,49,974.4
100253,49.6,974.5
100254,49.7,974.4
100255,49.4,974.9
100256,49,974.9
100257,49.7,975
100258,49.3,975
100259,49.6,974.8
100300,50.3,975
100301,50.2,975.1
100302,50.4,975.2
100303,50.5,975.3
100304,51,975.1
100305,51.1,975.2
100306,51.2,975.1
100307,50.9,975.2
100308,51.1,975.4
100309,51.4,975.5
100310,51.7,975.7
100311,52,975.9
100312,53.8,975.9
100313,52.6,975.9
100314,51,975.9
100315,51.4,976.1
100316,51.5,975.8
100317,51.7,975.8
100318,51.7,975.8
100319,51.4,976
100320,51.1,976.3
100321,51.5,976.3
100322,52,976.3
100323,51.9,976.1
100324,51,976.1
100325,50.8,976.2
100326,49.9,976.4
100327,50,976.5
100328,50.2,976.6
100329,50,976.6
100330,50.1,976.7
100331,50.3,976.8
100332,50.1,977
100333,50.2,977.2
100334,50.2,977.2
100335,50.4,977.2
100336,50.6,977.2
100337,50.2,977.3
100338,49.8,977.4
100339,49.7,977.6
100340,49.9,977.6
100341,49.9,977.7
100342,49.9,977.6
100343,49.6,977.7
100344,49.5,977.8
100345,49.2,977.8
100346,49,978.1
100347,49,978.1
100348,48.8,978.3
100349,49.3,978.3
100350,48.8,978.3
100351,48.5,978.5
100352,48.2,978.5
100353,48.3,978.5
100354,48.3,978.5
100355,48.3,978.5
100356,48.2,978.6
100357,48.2,978.5
100358,48.3,978.5
100359,48.4,978.5
100400,48.3,978.6
100401,48.2,978.7
100402,48.2,978.7
100403,48,978.8
100404,47.8,978.8
100405,47.9,978.8
100406,48,978.7
100407,47.3,978.6
100408,47.5,978.6
100409,45.5,978.7
100410,47.3,978.9
100411,48.1,978.8
100412,47.3,978.9
100413,47.5,979
100414,49.4,978.9
100415,48.1,978.6
100416,47.4,978.8
100417,47.7,978.6
100418,47.4,978.8
100419,48.2,978.8
100420,49.6,979
100421,49.7,979
100422,52.2,979.3
100423,51.9,979.3
100424,50.3,979.2
100425,49.3,979.1
100426,48.2,979.1
100427,47.5,979.2
100428,45.8,979.5
100429,47,979.7
100430,48,979.5
100431,46.7,979.7
100432,45.8,980.1
100433,45.7,980.3
100434,46.6,980.4
100435,46.8,980.5
100436,47.2,980.4
100437,45.8,980.4
100438,45.5,980.3
100439,45.7,980.3
100440,45.8,980.3
100441,45.9,980.3
100442,46,980.3
100443,45.9,980.2
100444,45.8,980.3
100445,46.2,980.2
100446,46.1,980.3
100447,46.1,980.3
100448,46.3,980.3
100449,46.5,980.4
100450,46.7,980.4
100451,46.6,980.3
100452,46.6,980.1
100453,46.8,980.1
100454,46.5,980
100455,46.6,980.1
100456,46.7,980.1
100457,46.7,980.2
100458,46.9,980.2
100459,47.3,980.3
100500,47.1,980.7
100501,47.9,980.6
100502,47.7,980.4
100503,46.4,980.5
100504,46.1,980.4
100505,45.4,980.4
100506,45.9,980.3
100507,46.4,980.4
100508,46.9,980.5
100509,47.5,980.8
100510,47.5,980.8
100511,47.3,980.8
100512,46.9,980.9
100513,46.5,981.2
100514,45.6,981.2
100515,45.9,981.3
100516,46.4,981.2
100517,46.8,981.1
100518,46.3,981.1
100519,44.2,981.3
100520,46.1,981.2
100521,46.8,981.1
100522,46,981.2
100523,46.6,981.1
100524,44.6,981
100525,46.6,980.8
100526,48.4,980.8
100527,46.7,981
100528,47.4,980.8
100529,46.9,980.9
100530,49.4,981.3
100531,49.2,981.3
100532,49.6,981.7
100533,46.5,981.8
100534,47.8,981.8
100535,48.8,981.7
100536,50,981.4
100537,49.1,981.2
100538,48.3,981.2
100539,48.3,981.3
100540,48.5,981.5
100541,47.8,981.5
100542,48.7,981.4
100543,48.9,981.4
100544,50.7,981.6
100545,51,981.7
100546,50.9,981.8
100547,50.3,981.8
100548,51.5,981.8
100549,51.3,981.9
100550,51.7,982
100551,52.1,982.4
100552,50.9,982.2
100553,50.4,982
100554,51,982.1
100555,50.9,982.2
100556,49.9,982.3
100557,49,982.5
100558,48.7,982.2
100559,49,982.3
100600,49.5,982.3
100601,49.4,982.5
100602,49.3,982.5
100603,49.2,982.6
100604,48.4,982.7
100605,48.2,982.7
100606,48.5,982.8
100607,48.7,982.7
100608,48.1,982.9
100609,48.5,983.1
100610,49.1,983
100611,48.6,983
100612,48.4,982.8
100613,48.3,982.6
100614,47.7,982.4
100615,47.3,982.2
100616,46.9,982.3
100617,45.5,982.5
100618,46.6,982.8
100619,48.1,983
100620,48,983.2
100621,47.5,983.4
100622,47.8,983.4
100623,48.3,983.4
100624,48,983.3
100625,47,983.3
100626,47.2,983.1
100627,47.9,983.3
100628,47.8,983.3
100629,45.6,983.5
100630,45.3,983.2
100631,45.2,983.1
100632,46.2,983.2
100633,48.2,983.2
100634,46.9,983.4
100635,49.2,983.6
100636,48.5,983.8
100637,48.8,983.8
100638,48.9,983.7
100639,47.3,983.7
100640,47.9,983.7
100641,48.7,983.8
100642,48.2,983.9
100643,48.3,983.9
100644,49,983.7
100645,48.7,983.6
100646,47.8,983.9
100647,49.8,983.8
100648,50.5,983.7
100649,49.1,983.7
100650,49.8,983.7
100651,51.4,984.2
100652,50,984.3
100653,49.2,984.8
100654,48.1,984.6
100655,46.9,984.4
100656,47.9,984.7
100657,49.7,984.5
100658,50.3,984.5
100659,51.3,984.5
100700,50.8,984.5
100701,48.5,985
100702,48.7,984.9
100703,49,984.9
100704,49.2,985.1
100705,48.3,985.1
100706,49.2,985.1
100707,49.8,985.1
100708,49.5,985.3
100709,48.9,985.4
100710,49.4,985.6
100711,50.5,985.7
100712,52.7,986
100713,50.8,986.1
100714,49.7,986.2
100715,49.4,986.1
100716,50.4,986.1
100717,50.5,986.1
100718,49.1,986.4
100719,48.7,986.3
100720,48.5,986.2
100721,47.9,986.2
100722,47.7,986
100723,48.1,985.9
100724,47.7,986
100725,47.5,986
100726,47.5,986
100727,47.1,986.1
100728,44.4,986.1
100729,43.8,986.3
100730,45,986.4
100731,45,986.4
100732,46.1,986.4
100733,46.5,986.4
100734,45.9,986.3
100735,44.5,986.1
100736,44.6,986.1
100737,45.2,986.3
100738,43.9,986.3
100739,42.7,986.4
100740,42.9,986.5
100741,43.1,986.6
100742,43.3,986.5
100743,43.2,986.6
100744,43.1,986.7
100745,43.4,987
100746,42.7,987.1
100747,42.9,987.2
100748,43.1,987.1
100749,44.3,987.2
100750,42.8,987.3
100751,43.7,987.3
100752,44.8,987.3
100753,45.2,987.1
100754,44.5,986.9
100755,44.9,986.8
100756,45.9,986.7
100757,46.5,986.8
100758,46.6,987.2
100759,46.7,987.5
100800,47.2,987.3
100801,47.6,987.3
100802,47.6,987.5
100803,49.2,987.7
100804,49.8,988.1
100805,50.2,988.1
100806,50.3,988.4
100807,49.4,988.5
100808,49.7,988.3
100809,49.3,988.4
100810,48.6,988.2
100811,49.3,988.1
100812,49.2,988.1
100813,48.6,988.2
100814,48,988.4
100815,49.1,988.1
100816,48.4,987.9
100817,47.8,987.9
100818,47.9,988
100819,47,988.1
100820,46.4,988.3
100821,46.8,988.4
100822,47.6,988.4
100823,47.9,988.5
100824,48.4,988.5
100825,47,988.5
100826,47.5,988.6
100827,48.2,988.5
100828,46.7,988.5
100829,47,988.6
100830,47.8,988.8
100831,47.6,988.9
100832,47.8,988.8
100833,47.9,988.9
100834,47.9,989.1
100835,48.8,989.3
100836,49.7,989.3
100837,48.7,989.4
100838,48.1,989.6
100839,49.2,989.7
100840,48.2,989.9
100841,46.5,990.1
100842,46.7,989.8
100843,48.4,989.7
100844,47.7,990.3
100845,46.8,990.1
100846,45.7,989.9
100847,45,989.9
100848,45.9,989.8
100849,45.4,989.6
100850,44.5,989.8
100851,44.3,989.8
100852,44.3,989.9
100853,44,989.8
100854,44.6,989.9
100855,45.6,990
100856,46,990.1
100857,45.4,990.3
100858,45,990.1
100859,45,990.1
100900,44.6,990
100901,43.9,990
100902,43.7,990.1
100903,44.2,990
100904,44.7,990
100905,45.6,990
100906,45.1,989.8
100907,45.3,989.8
100908,45.7,989.8
100909,45.4,990
100910,44.4,990.1
100911,44.1,990.1
100912,44.3,990
100913,45,990.2
100914,45.2,990.4
100915,45.8,990.3
100916,45.6,990.4
100917,45.5,990.6
100918,45.3,990.8
100919,45.3,991
100920,45.4,990.9
100921,45,991
100922,46.1,991.1
100923,47.7,991.2
100924,47.4,991.3
100925,46.9,991.5
100926,45.6,991.5
100927,45.2,991.5
100928,45.8,991.2
100929,45.5,991
100930,44.4,991.2
100931,43.8,991.2
100932,44.3,991.2
100933,44.9,991.3
100934,44.1,991.3
100935,44.1,991.3
100936,43.8,991.3
100937,44.6,991.5
100938,45.2,991.5
100939,45.2,991.6
100940,45.7,991.6
100941,45.9,991.6
100942,45.2,991.8
100943,45.2,991.7
100944,45.5,991.5
100945,45.3,991.4
100946,44.5,991.4
100947,43.5,991.4
100948,43.7,991.4
100949,44.7,991.5
100950,42.6,991.6
100951,41.6,991.8
100952,41.9,991.9
100953,43,992
100954,43.2,992.1
100955,42.8,992.2
100956,42.6,992.1
100957,41.6,991.9
100958,41.2,991.9
100959,41.2,991.7
101000,40.6,991.8
101001,40.6,991.7
101002,40.2,992
101003,40.3,992.1
101004,40.3,992.2
101005,39.8,992.2
101006,39.4,992.1
101007,39.2,992
101008,39.2,991.9
101009,39.4,991.9
101010,39.2,991.7
101011,38.6,991.5
101012,38.3,991.5
101013,38.1,991.5
101014,38.3,991.5
101015,38.6,991.5
101016,38.2,991.5
101017,37.7,991.5
101018,37.7,991.5
101019,38.1,991.4
101020,38,991.3
101021,38.2,991.3
101022,38,991.3
101023,37.8,991.3
101024,37.9,991.3
101025,37.9,991.4
101026,37.8,991.3
101027,37.8,991.4
101028,37.9,991.4
101029,37.9,991.4
101030,37.9,991.5
101031,37.7,991.6
101032,37.5,991.6
101033,37.2,991.5
101034,37.3,991.5
101035,37.1,991.5
101036,37.1,991.4
101037,36.8,991.4
101038,36.9,991.4
101039,37,991.4
101040,37,991.4
101041,36.7,991.5
101042,36.5,991.4
101043,36.6,991.4
101044,36.7,991.4
101045,36.7,991.5
101046,36.7,991.6
101047,36.6,991.5
101048,36.7,991.5
101049,36.9,991.6
101050,36.6,991.6
101051,36.7,991.6
101052,36.5,991.7
101053,36.4,991.7
101054,36.5,991.8
101055,36.5,991.8
101056,36.4,991.8
101057,36.2,991.9
101058,36.1,991.9
101059,36.1,991.8
101100,36,991.7
101101,36,991.7
101102,35.8,991.6
101103,35.7,991.8
101104,35.7,991.9
101105,35.8,991.8
101106,35.9,991.8
101107,35.9,991.9
101108,35.6,991.9
101109,35.5,992
101110,35.5,992.1
101111,35.6,992.1
101112,35.7,992.1
101113,35.8,992.3
101114,35.3,992.3
101115,35.5,992.3
101116,35.5,992.3
101117,35.4,992.4
101118,35.3,992.4
101119,35.1,992.3
101120,35.2,992.3
101121,35.2,992.3
101122,35.2,992.3
101123,34.8,992.3
101124,34.7,992.3
101125,34.8,992.2
101126,34.8,992.1
101127,34.9,992
101128,35,991.9
101129,34.9,991.9
101130,34.7,991.9
101131,35.1,991.7
101132,34.8,991.6
101133,34.5,991.5
101134,34.4,991.4
101135,34.5,991.4
101136,34.7,991.4
101137,34.9,991.4
101138,34.9,991.5
101139,34.4,991.4
101140,34.3,991.4
101141,34.6,991.4
101142,34.7,991.4
101143,34.7,991.5
101144,34.8,991.6
101145,34.6,991.6
101146,34.4,991.7
101147,34.2,991.7
101148,34.3,991.7
101149,34.5,991.7
101150,34.3,991.7
101151,34.1,991.7
101152,34.4,991.5
101153,34.1,991.6
101154,34.1,991.5
101155,34.5,991.6
101156,34.7,991.6
101157,34.8,991.7
101158,34.7,991.8
101159,34.9,991.8
101200,35.2,991.8
101201,35.3,991.8
101202,35.3,991.9
101203,35,991.8
101204,35,991.8
101205,35,991.9
101206,35.4,991.9
101207,35.3,992.1
101208,35.4,992.1
101209,35.5,992.2
101210,35.6,992.2
101211,35.7,992.2
101212,35.8,992.2
101213,35.4,992.2
101214,35.2,992.3
101215,35.4,992.5
101216,35.2,992.5
101217,35,992.5
101218,35.2,992.5
101219,35.3,992.4
101220,35.5,992.4
101221,35.4,992.4
101222,35.2,992.4
101223,35.5,992.5
101224,35.7,992.5
101225,35,992.5
101226,34.9,992.6
101227,35.3,992.6
101228,35.8,992.6
101229,35.6,992.3
101230,35.5,992.4
101231,35.1,992.7
101232,35.2,992.8
101233,35.4,993
101234,35.8,993
101235,36,993
101236,36.3,993.1
101237,35.8,993
101238,35.7,993.1
101239,36,993.1
101240,36.4,993.2
101241,35.8,993.2
101242,35.9,993.2
101243,35.8,993.2
101244,35.6,993
101245,35,993.1
101246,35,993.2
101247,35.2,993.1
101248,35.2,993.2
101249,35.1,993.2
101250,35,993.2
101251,34.9,993.2
101252,35.2,993.3
101253,35.6,993.4
101254,35.7,993.4
101255,35.8,993.4
101256,36,993.5
101257,35.9,993.6
101258,35.7,993.6
101259,35.7,993.5
101300,36.4,993.5
101301,36.6,993.5
101302,35.9,993.4
101303,35.8,993.3
101304,36.2,993.3
101305,36.4,993.4
101306,36.4,993.3
101307,37.2,993.1
101308,37.6,993.1
101309,37.2,993
101310,35.7,993.4
101311,37.1,993.5
101312,37.9,993.5
101313,37.6,993.9
101314,36.9,993.8
101315,36.3,993.7
101316,36.7,993.8
101317,38.6,993.8
101318,38.5,993.8
101319,38.4,993.9
101320,38.5,994
101321,38.3,994
101322,39.2,994
101323,38.3,994
101324,38.2,994.2
101325,38.3,994.2
101326,38.3,994
101327,37.9,993.7
101328,37.1,993.6
101329,38.3,993.5
101330,39.1,993.5
101331,38.5,993.5
101332,37.2,993.7
101333,36.2,993.5
101334,36.8,993.4
101335,36.5,993.5
101336,37.6,993.6
101337,37,993.4
101338,36,993.4
101339,38.1,993.5
101340,37.7,993.6
101341,38,993.6
101342,37,993.6
101343,37.2,993.6
101344,37.3,993.4
101345,37.7,993.4
101346,38,993.7
101347,36.9,993.9
101348,37.5,994.1
101349,36.3,994.1
101350,37.2,994
101351,37.8,993.9
101352,36.7,994
101353,38.5,994.1
101354,38.4,994.1
101355,38,994.2
101356,36.9,994.2
101357,37.7,994.2
101358,37.2,994.3
101359,37.7,994.2
101400,37.6,994.1
101401,38.2,994.2
101402,38.4,994.3
101403,37.8,994.5
101404,37.3,994.5
101405,37.8,994.6
101406,38,994.6
101407,38.1,994.7
101408,37.3,994.8
101409,37.9,994.9
101410,37.9,995.1
101411,37.7,994.9
101412,38.4,994.9
101413,37.5,995
101414,36.4,994.9
101415,36.9,994.8
101416,37.7,994.7
101417,37.6,995.1
101418,37.6,995
101419,37,994.9
101420,37,995
101421,37.5,994.9
101422,37.8,995
101423,37.2,995.1
101424,37.1,995
101425,36.7,995.2
101426,36.4,995.4
101427,36.5,995.6
101428,36.2,995.7
101429,36.3,995.7
101430,36.4,995.7
101431,36.7,995.7
101432,37,995.8
101433,36.8,995.8
101434,37,995.8
101435,36.6,995.8
101436,36.4,995.8
101437,36.1,995.7
101438,35.9,995.7
101439,36,995.9
101440,36.2,995.9
101441,35.8,995.9
101442,36.1,995.9
101443,35.5,995.9
101444,36.4,995.9
101445,36,996
101446,35.5,996
101447,35.6,996
101448,35.8,996.1
101449,34.8,996.2
101450,35,996.4
101451,35.1,996.3
101452,36.1,996.2
101453,35.7,996.3
101454,34.6,996.4
101455,36,996.7
101456,35.4,996.7
101457,34.1,996.8
101458,35.1,996.7
101459,35.3,996.7
101500,35,996.7
101501,35.4,996.6
101502,35.2,996.6
101503,35.1,996.4
101504,35.1,996.3
101505,35.3,996.4
101506,36.1,996.3
101507,36.2,996.4
101508,36.4,996.4
101509,36.6,996.4
101510,36.3,996.6
101511,35.9,996.5
